address,latitude,longitude,sold,price,area,cbd,station,school
"114 Salter Road,Mount Nasura,6112",-32.13448,116.03059,2015/11/1,335000,164,26000,1900,1.993750165
"20 Acacia Road,Maida Vale,6057",-31.95017,116.02908,2015/11/1,555000,235,16100,7000,3.315918381
"73 Luyer Avenue,East Cannington,6107",-32.00613,115.96636,2015/11/1,800000,233,11800,2200,2.376191304
"95A Welwyn Avenue,Salter Point,6152",-32.0234078,115.868886,2015/11/1,645000,105,8000,1900,0.739677482
"142 Victoria Road,Kenwick,6107",-32.02005,115.99885,2015/11/1,75000,109,15200,3600,2.355858232
"40 Waratah Avenue,Dalkeith,6009",-31.99513,115.80286,2015/11/1,1675000,27,7100,3000,2.667260687
"4 Navigator Drive,Singleton,6175",-32.44236,115.75754,2015/11/1,360000,273,55400,9500,2.997831352
"20 Grant Street,Woodlands,6018",-31.90042471,115.7897572,2015/11/1,535000,102,8700,1600,1.165957317
"4 Wimbledon Street,Bertram,6167",-32.24896405,115.8482034,2015/11/1,485000,213,33000,1600,1.050310401
"205 James Street,Guildford,6055",-31.89963,115.96638,2015/11/1,877500,145,11700,93,1.591534833
"40 Tolworth Way,Embleton,6062",-31.90093939,115.9163816,2015/11/1,580000,168,7900,1900,1.499980326
"20 March Street,Gwelup,6018",-31.87549,115.79535,2015/11/1,745000,207,10400,2300,1.595644101
"2/4 Lloyd Street,Cannington,6107",-32.00940635,115.9336454,2015/11/1,475000,155,9500,518,0.844840629
"40 Joslin Street,Hilton,6163",-32.06603,115.7887,2015/11/1,692500,109,14300,4400,0.862240641
"6/13 Craig Street,Mundaring,6073",-31.9029824,116.1688364,2015/11/1,465000,108,29800,15900,1.180278016
"15 Goldney Court,Leda,6170",-32.25779,115.80402,2015/11/1,340000,120,34400,1400,1.027608256
"9B Cowan Street,Alfred Cove,6154",-32.03304,115.81655,2015/11/1,712500,140,9800,3900,1.795124705
"21 Patina Street,Eglinton,6034",-31.59813181,115.6682741,2015/11/1,393000,182,43300,5100,5.59276921
"602 Metcalfe Road,Ferndale,6148",-32.03134,115.93377,2015/11/1,438250,114,11300,2700,1.418016616
"71 Grand Paradiso Parade,Merriwa,6030",-31.6603508,115.7112136,2015/11/1,167000,115,35200,3100,0.098034245
"8 Cuvier Rise,Jane Brook,6056",-31.87104,116.05654,2015/12/1,620001,219,20700,5700,2.161686165
"34 Ritson Way,Parkwood,6147",-32.04992,115.91364,2015/12/1,535000,110,12000,3700,0.921449546
"9 McCombe Avenue,Samson,6163",-32.06685,115.80081,2015/12/1,492000,180,13900,4700,0.956245567
"116 Derry Avenue,Mount Nasura,6112",-32.13786,116.01855,2015/12/1,360000,92,25600,770,1.118513073
"1 Sandalford Drive,Beldon,6027",-31.77478,115.77203,2015/12/1,504000,120,21400,711,0.969591568
"46 Lakeman Place,Oakford,6121",-32.22845431,115.9640232,2015/12/1,850000,240,32300,9500,3.60561835
"24 Hanley Street,Stoneville,6081",-31.87206,116.17052,2015/12/1,562000,101,30800,16200,3.102328373
"24 Harrier Way,Beldon,6027",-31.77548,115.77556,2015/12/1,527000,148,21200,478,1.206883181
"9 Miller Avenue,Redcliffe,6104",-31.93665949,115.9372567,2015/12/1,805000,232,7600,2700,2.487152571
"24 Navigator Drive,Singleton,6175",-32.4412,115.75652,2015/12/1,495000,220,55300,9600,2.889425148
"57 Royal Melbourne Avenue,Connolly,6027",-31.75141,115.75705,2015/12/1,925000,305,24300,1200,1.60416937
"1 Vantage Way,Burswood,6100",-31.95795076,115.8974433,2015/12/1,1585000,233,3700,313,1.423851112
"46 Shenton Road,Swanbourne,6010",-31.98069,115.77664,2015/12/1,1230000,206,8400,503,0.328792843
"196 Brewer Road,Maida Vale,6057",-31.97238831,116.0162072,2015/12/1,975000,248,15000,9100,0.622146351
"24 Protector Way,Bertram,6167",-32.24780858,115.8459747,2015/12/1,359000,137,32900,1400,0.979232085
"48 Hamilton Street,Cannington,6107",-32.0093,115.9284,2015/12/1,710000,261,9100,993,1.253245797
"19 Periwinkle Way,Parkwood,6147",-32.0444,115.91351,2015/12/1,620000,156,11500,3700,0.371169984
"105 Liberton Road,Chidlow,6556",-31.85532,116.27153,2015/12/1,700000,115,40500,25900,5.283644016
"14 Citrus Loop,South Lake,6164",-32.10457,115.83118,2015/12/1,390000,104,17200,3400,1.475104697
"4 Nina Grove,Beldon,6027",-31.78043,115.75952,2015/12/1,215000,152,21300,2000,1.169682689
"146 Baltimore Parade,Merriwa,6030",-31.66199,115.71515,2015/12/1,355000,137,35100,3300,0.505674798
"25 Lobelia Drive,Darlington,6070",-31.90219,116.06621,2015/12/1,590000,236,20400,6300,2.12307966
"57 Angorra Road,Mount Nasura,6112",-32.14364,116.02112,2015/12/1,700000,346,26200,1200,1.481204233
"469 Beenyup Road,Banjup,6164",-32.17811,115.88018,2015/12/1,1225000,279,25200,6200,4.087872162
"8 Hillside Close,Edgewater,6027",-31.76778,115.78819,2015/12/1,551000,137,21600,1000,1.156937079
"477 Beenyup Road,Banjup,6164",-32.1787345,115.8801879,2015/12/1,1460000,305,25300,6300,4.152771923
"19 Sproxton Way,Embleton,6062",-31.90216,115.91507,2015/12/1,510000,202,7700,1800,1.357402567
"62 Alderley Square,Wilson,6107",-32.01546957,115.9194401,2015/12/1,578000,197,9100,2300,2.181995987
"19 Spiers Place,Middle Swan,6056",-31.87206572,116.018724,2015/12/1,420000,193,17500,2700,1.53334655
"16 Peran Street,Bennett Springs,6063",-31.8579789,115.9191493,2015/12/1,475000,130,11900,6700,2.63829842
"8 Fortis Pass,Wandi,6167",-32.19084406,115.8625452,2015/12/1,645000,215,26600,5300,5.217438099
"25 Capri Leone Way,Sinagra,6065",-31.74027985,115.8021339,2015/12/1,539500,185,24200,3300,2.311442284
"25 Carmick Way,Ferndale,6148",-32.03011,115.92683,2015/12/1,410000,111,10800,2800,0.957244519
"19 Singleton Beach Road,Singleton,6175",-32.44455,115.75342,2015/12/1,630000,190,55700,9200,3.321363249
"19 Waratah Drive,Camillo,6111",-32.11192479,115.9999727,2015/12/1,270000,95,22200,1300,1.090751074
"8 Gunee Road,City Beach,6015",-31.92884,115.76626,2015/12/1,1295000,150,9100,6000,2.088083327
"33 Shipbourne Way,Huntingdale,6110",-32.081,115.97673,2015/12/1,440000,210,18100,2400,0.593107872
"65 Hope Street,White Gum Valley,6162",-32.05883388,115.7687664,2015/12/1,539000,120,14600,2400,1.012253216
"47 Kennard Street,Kensington,6151",-31.98453,115.88929,2015/12/1,1190000,286,4600,2100,0.343727039
"6 Wilson Place,Gooseberry Hill,6076",-31.94729,116.05584,2015/12/1,615000,279,18600,8100,3.402765195
"34 Deller Drive,Bibra Lake,6163",-32.09128,115.80356,2015/12/1,740000,256,16300,5200,1.332408718
"9 Killarney Heights,Kallaroo,6025",-31.79725836,115.7339085,2015/12/1,1350000,262,20900,4600,0.858401558
"19 Williamson Way,Trigg,6029",-31.86660177,115.761701,2015/12/1,1220000,268,13200,4100,1.23062652
"57 Glencairn Way,Parkwood,6147",-32.04633,115.91902,2015/12/1,285070,198,11900,3100,0.562199973
"48 Dotterel Way,East Cannington,6107",-32.01134113,115.9542526,2015/12/1,479000,142,11200,905,1.133919594
"25 Elmore Street,Mount Helena,6082",-31.87121,116.20934,2015/12/1,520000,229,34300,19800,1.060696213
"57 Hinchinbrook Avenue,Ridgewood,6030",-31.660114,115.720974,2015/12/1,430000,212,35000,3400,1.022356675
"25 Errinbee Street,Riverton,6148",-32.03505,115.88778,2015/12/1,630000,193,9600,3400,2.048543511
"12 Narcissus Avenue,Parkwood,6147",-32.04881,115.91644,2015/12/1,452000,147,12000,3400,0.768144672
"16 Rothsay Crescent,Menora,6050",-31.9179,115.86163,2015/12/1,1130000,170,3800,3700,0.850989466
"64B Broun Avenue,Embleton,6062",-31.90590601,115.9029466,2015/12/1,480000,155,6600,1900,0.274366087
"25 Finney Crescent,Marmion,6020",-31.83967,115.76187,2015/12/1,785000,182,15500,3300,1.985400239
"24 Dale Drive,Gooseberry Hill,6076",-31.95618,116.04512,2015/12/1,850000,250,17600,8300,2.629962827
"10 Squires Avenue,Bertram,6167",-32.251683,115.846661,2015/12/1,410000,183,33300,1900,0.775084009
"7B Davy Street,Alfred Cove,6154",-32.03325,115.81736,2015/12/1,700000,145,9800,3800,1.726505922
"41 Glen Ross Chase,Jane Brook,6056",-31.85868071,116.0520509,2015/12/1,745000,400,21000,6100,3.285197679
"23 Mullewa Crescent,Coolbinia,6050",-31.9122,115.85047,2015/12/1,1700000,348,4500,2600,1.791702625
"21 Gallagher Way,Cardup,6122",-32.24658,115.95819,2015/12/1,875000,155,34100,11000,4.034544711
"23 Manhattan Concourse,Hilbert,6112",-32.18014195,115.9681978,2015/12/1,535000,224,27400,5100,3.691590588
"23 Kinlock Avenue,Ferndale,6148",-32.02883,115.93411,2015/12/1,455000,116,11100,2500,1.578781051
"37 Germain Way,Lockridge,6054",-31.87632,115.95222,2015/12/1,190000,95,12200,2700,1.621953468
"2 Curlewis Street,Huntingdale,6110",-32.07917,115.97016,2015/12/1,468000,189,17600,2900,1.164834802
"23 Kerwin Way,Lockridge,6054",-31.88067,115.94509,2015/12/1,370000,99,11400,2600,1.009301958
"9 Throssell Street,Dalkeith,6009",-31.99851,115.80652,2015/12/1,2000000,330,7100,4300,2.453239056
"79 Viking Road,Dalkeith,6009",-31.99774,115.79293,2015/12/1,2150000,270,8000,2900,2.028582467
"37 Mitra Loop,Bennett Springs,6063",-31.85798481,115.9178843,2015/12/1,443000,143,11900,6700,2.707795405
"23 Delaware Place,Kallaroo,6025",-31.78863,115.75536,2015/12/1,512500,119,20700,2800,1.61116606
"23 Cook Street,Darlington,6070",-31.92756,116.08912,2015/12/1,650000,185,21900,9200,1.636840636
"37 Turnbury Park Drive,Jandakot,6164",-32.10675,115.85226,2015/12/1,540000,214,17200,2100,0.65058529
"14 Mortlock Close,Jane Brook,6056",-31.86183,116.05346,2015/12/1,507000,160,21000,6000,2.980396211
"6 The Lakes Boulevard,Jandakot,6164",-32.10959615,115.8545252,2015/12/1,760000,182,17500,1800,0.813566276
"43A Hopkinson Way,Wilson,6107",-32.01493772,115.9089972,2015/12/1,495000,163,8400,2600,1.276804372
"14 Parkway Road,Bibra Lake,6163",-32.08796,115.83745,2015/12/1,645000,194,15200,2700,1.783110462
"38 Dean Road,Jandakot,6164",-32.10221,115.85675,2015/12/1,750000,219,16700,2600,1.273626952
"43 Redtingle Road,Camillo,6111",-32.11363164,116.0033495,2015/12/1,265000,167,22600,946,1.076916784
"152 Waterhall Road,South Guildford,6055",-31.91677,115.986,2015/12/1,490000,145,12600,2300,2.55827773
"43 Ravenslea Drive,Parkwood,6147",-32.05102,115.91519,2015/12/1,500000,167,12200,3500,1.017269623
"38 Hebble Loop,Banjup,6164",-32.14478,115.8932,2015/12/1,1150000,236,21700,3900,2.737798082
"100 IOLANTHE Street,Eden Hill,6054",-31.89352,115.94191,2015/12/1,410000,93,10200,1200,1.445369818
"78 Dalrymple Drive,Leda,6170",-32.266736,115.809446,2015/12/1,305000,106,35300,762,1.18849216
"22/444 Marmion Street,Myaree,6154",-32.03926,115.80978,2015/12/1,420000,76,10700,4300,0.883708642
"38 Tasman Road,Beldon,6027",-31.7722,115.75979,2015/12/1,430000,101,22100,1800,0.378578331
"77 Orchid Avenue,Bennett Springs,6063",-31.85778369,115.9199603,2015/12/1,220000,175,12000,6700,2.613454964
"1 Nicholas Crescent,Hilton,6163",-32.07035301,115.7819202,2015/12/1,467500,110,15000,4000,1.110262847
"24 Ernest Way,Hilbert,6112",-32.16580565,115.9915764,2015/12/1,335000,97,26900,2400,0.986854547
"11 Todman Grove,Darling Downs,6122",-32.18762071,116.0040506,2015/12/1,390000,265,29600,3900,3.060266357
"14 Kennard Street,Kensington,6151",-31.98195333,115.88723,2015/12/1,955000,204,4300,2300,0.660686544
"35 Dance Drive,Middle Swan,6056",-31.86820808,116.0186792,2015/12/1,355000,125,17800,3100,1.281026983
"9 Myrtle Street,Walliston,6076",-31.99811,116.06797,2015/12/1,416000,105,20400,9900,1.50920253
"16 Harmony Parade,Singleton,6175",-32.44241,115.75936,2015/12/1,415000,229,55400,9500,2.978910467
"46 Bonnard Crescent,Ashby,6065",-31.73401789,115.7950398,2015/12/1,480000,204,25000,2900,3.20351079
"24 Driftwood Way,Bennett Springs,6063",-31.85622731,115.9470113,2015/12/1,495000,150,13500,5300,2.61500966
"9 Newman Road,Darlington,6070",-31.9098,116.08685,2015/12/1,750000,290,22000,8400,0.504975426
"24 David Street,Kensington,6151",-31.98738,115.87548,2015/12/1,1005000,180,4200,3800,1.151843289
"21 Beor Way,Herne Hill,6056",-31.82679,116.01969,2015/12/1,437500,133,20600,7400,3.584902714
"12 Kanowna Avenue,Ascot,6104",-31.93020717,115.9396377,2015/12/1,950000,278,8000,2000,1.942421564
"24 Beverley Street,Coolbinia,6050",-31.91209,115.85327,2015/12/1,2250000,367,4500,2900,1.666286785
"16 Gardenia Gardens,Helena Valley,6056",-31.91961308,116.0321798,2015/12/1,560000,186,16800,4300,3.753932008
"58 Lombardy Street,Woodlands,6018",-31.91545759,115.7892224,2015/12/1,970000,223,7800,3200,0.216301869
"14 Fifth Avenue,Rossmoyne,6148",-32.03426,115.87354,2015/12/1,1150000,250,9200,2300,1.364802903
"7 Oban Loop,Bedfordale,6112",-32.16500286,116.0672936,2015/12/1,790000,240,30800,5300,2.573503798
"15 Ficarra Way,Sinagra,6065",-31.73808,115.80413,2015/12/1,525000,197,24400,3500,2.435544328
"95 Westfield Road,Camillo,6111",-32.11673991,116.0047047,2015/12/1,325000,131,22900,898,0.797017838
"23a Matta Way,Pearsall,6065",-31.78479061,115.8207375,2015/12/1,450000,126,19000,4000,0.704983066
"7 Otago Mews,Mirrabooka,6061",-31.85898,115.87503,2015/12/1,479000,186,10500,8500,1.360109502
"1C Errinbee Street,Riverton,6148",-32.03497815,115.8854475,2015/12/1,630000,135,9500,3200,1.884188975
"7 Passmore Street,Rossmoyne,6148",-32.04134,115.8713,2015/12/1,1080000,226,10000,1700,0.552373107
"16 Coolabah Drive,Mount Nasura,6112",-32.14365713,116.0238984,2015/12/1,321025,106,26400,1400,1.725028331
"8 Belii Lane,Jindalee,6036",-31.63332034,115.686563,2015/12/1,810000,276,39100,1300,2.925316164
"59 Kennedy Street,Alfred Cove,6154",-32.03376,115.81122,2015/12/1,1545000,354,10100,4300,1.497944697
"9 Seamet Rise,Merriwa,6030",-31.6739,115.71438,2015/12/1,405000,147,33900,2900,0.470615822
"14 Hope Avenue,Manning,6152",-32.01980932,115.8645785,2015/12/1,1350000,214,7500,1400,0.756524409
"14 Hurd Road,Bullsbrook,6084",-31.65957095,116.0390036,2015/12/1,409000,168,36700,26000,14.05270848
"23 Tetlow Place,Bibra Lake,6163",-32.08895,115.84702,2015/12/1,415250,146,15300,2500,1.821645658
"23 Talus Drive,Mount Richon,6112",-32.1646607,116.0202957,2015/12/1,822000,271,28100,1400,0.659359347
"59 Segrave Street,Gwelup,6018",-31.881699,115.793539,2015/12/1,1500000,436,10000,1800,1.895738274
"15 Fulman Way,Lynwood,6147",-32.04244,115.9288,2015/12/1,455000,124,12000,2300,0.88473679
"25 Needlewood Road,Churchlands,6018",-31.92693144,115.7914856,2015/12/1,1370000,284,7000,3300,0.569828137
"26 Canavan Crescent,Manning,6152",-32.0067708,115.8696534,2015/12/1,1325000,311,6200,1300,0.373429678
"48 Ulcombe Street,Kenwick,6107",-32.03886775,115.9770431,2015/12/1,380000,107,14700,773,0.810532259
"3 Reilly Street,Singleton,6175",-32.44759,115.75338,2015/12/1,437500,194,56000,8900,3.474677795
"17 Seurat Loop,Ashby,6065",-31.73421,115.80183,2015/12/1,586000,203,24900,3500,2.917725234
"86 Reservoir Street,Chidlow,6556",-31.85663,116.26122,2015/12/1,640000,190,39500,24900,4.337763865
"17 Royston Place,Mount Helena,6082",-31.87658117,116.2065904,2015/12/1,650000,251,34000,19600,1.307753165
"11 Madden Way,Parmelia,6167",-32.24005,115.83436,2015/12/1,272000,85,32100,946,1.656492018
"4/107 Morrison Road,Midland,6056",-31.88577186,116.0115152,2015/12/1,385000,109,16200,1200,0.853421892
"5 Illyarrie Way,Jane Brook,6056",-31.8639,116.05396,2015/12/1,480000,169,20900,5900,2.775900405
"3 Waterside Crescent,Gwelup,6018",-31.87854609,115.796883,2015/12/1,701000,144,10100,1900,1.489420552
"50A Gerard Street,East Cannington,6107",-32.01114184,115.951646,2015/12/1,505000,133,10900,680,0.893459005
"18 Persoonia Close,Gidgegannup,6083",-31.82784,116.12248,2015/12/1,400000,147,28500,13500,9.329959956
"106a Clement Street,Swanbourne,6010",-31.98137,115.7565,2015/12/1,1610000,222,10200,998,1.573850701
"18 Priestley Street,Embleton,6062",-31.89936737,115.9088286,2015/12/1,550000,91,7500,2100,0.920080075
"28 View Terrace,Darlington,6070",-31.91916,116.06961,2015/12/1,750000,188,20200,7200,0.446506052
"11 Marloo Road,Greenmount,6056",-31.89903537,116.0528285,2015/12/1,635000,227,19300,5000,1.515133994
"61 Kathleen Street,Trigg,6029",-31.87314827,115.7588089,2015/12/1,1920000,322,12900,4800,0.820989978
"990 Bunning Road,Mount Helena,6082",-31.8594701,116.2066828,2015/12/1,365000,200,34500,19800,2.050464027
"18 Rutherford Square,Orelia,6167",-32.2303,115.82561,2015/12/1,525000,217,31100,1700,1.348689396
"30 Brentwood Road,Wattle Grove,6107",-32.01149,116.00009,2015/12/1,777000,143,14800,4500,3.063111816
"30 Bridal Crescent,Kenwick,6107",-32.04069588,115.97503,2015/12/1,472000,146,14700,725,0.77949797
"80 Dalvik Avenue,Merriwa,6030",-31.66042,115.70796,2015/12/1,335000,111,35500,2900,0.210283926
"28 Newstead Crescent,Parmelia,6167",-32.25038,115.82004,2015/12/1,357000,120,33400,1500,0.88979446
"687 Hay Street,Jolimont,6014",-31.94812,115.80565,2015/12/1,1550000,385,5100,830,1.311938733
"5 Garnsworthy Grove,Stratton,6056",-31.87,116.03866,2015/12/1,308920,95,19300,4300,2.016771808
"28 Larkin Court,Medina,6167",-32.23688,115.80897,2015/12/1,385000,191,32000,3100,0.57002909
"28 Kardan Circuit,Karawara,6152",-32.00827,115.88144,2015/12/1,962500,298,6600,2400,1.097051744
"30 Gausson Turn,Ashby,6065",-31.7344314,115.7973225,2015/12/1,475000,151,24900,3100,3.10465054
"18 Teneriffe Place,Mirrabooka,6061",-31.85420033,115.8716345,2015/12/1,435000,98,11000,7200,1.522979607
"125 Glen Road,Darlington,6070",-31.91943,116.07933,2015/12/1,560000,162,21100,8000,0.486073971
"28 Dulverton Close,Stratton,6056",-31.86412,116.03957,2015/12/1,350500,135,19700,4800,2.636971721
"10 Glenbawn Drive,South Lake,6164",-32.10838,115.83447,2015/12/1,422500,101,17500,2900,1.080794391
"51 Lionel Road,Darlington,6070",-31.91169,116.08228,2015/12/1,1037000,205,21600,8000,0.984060448
"1/96 North Beach Road,North Beach,6020",-31.86073,115.76267,2015/12/1,777000,154,13600,3700,1.513201236
"15 Balista Street,Riverton,6148",-32.03708,115.90839,2015/12/1,728000,171,10500,4300,0.90612001
"82 Hardy Road,Ashfield,6054",-31.92095796,115.9370129,2015/12/1,515000,115,8100,951,1.032635914
"5 Prunus Place,Helena Valley,6056",-31.91132,116.03234,2015/12/1,725000,199,17000,3700,2.883501616
"71 Kennedia Entrance,Dayton,6055",-31.85942757,115.9729853,2015/12/1,440000,138,14900,4200,3.606615712
"5 Robertson Place,Bibra Lake,6163",-32.09182,115.84294,2015/12/1,600000,175,15600,2900,1.937430171
"3 Corbel Street,Shelley,6148",-32.02673704,115.885186,2015/12/1,1210000,230,8700,3300,1.434743179
"112 Amethyst Crescent,Mount Richon,6112",-32.15880984,116.0252017,2015/12/1,685000,359,27800,1300,1.065348319
"13 Cheshunt Gardens,North Lake,6163",-32.08045,115.84319,2015/12/1,860000,290,14400,1700,1.408621468
"13 First Avenue,Rossmoyne,6148",-32.03751,115.86367,2015/12/1,1260000,263,9500,1400,1.169838192
"3 Bevis Court,Bibra Lake,6163",-32.10332,115.82807,2015/12/1,525000,146,17100,3800,1.57954012
"5 Pascoe Retreat,Merriwa,6030",-31.66465,115.71785,2015/12/1,395000,141,34700,3500,0.870969445
"3 Galway Place,Jane Brook,6056",-31.85846,116.04548,2015/12/1,474500,182,20500,5600,3.186326274
"3 Garland Place,Singleton,6175",-32.44118,115.7575,2015/12/1,512000,213,55300,9600,2.869274719
"13 Glastonbury Way,Wattle Grove,6107",-32.004005,115.990659,2015/12/1,645000,194,13700,5100,3.297981289
"5 Narrabeen Place,Kallaroo,6025",-31.78782,115.73854,2015/12/1,985000,305,21500,4300,1.255253445
"1735 Cook Street,Mount Helena,6082",-31.86786811,116.2178895,2015/12/1,495000,125,35200,20700,0.709612774
"3 Peters Way,Bibra Lake,6163",-32.08914,115.84148,2015/12/1,481000,108,15300,2700,2.079897819
"173 Station Street,East Cannington,6107",-32.00978,115.95817,2015/12/1,620000,267,11400,1500,1.526141295
"40 Meadowbrook Drive,Parkwood,6147",-32.04188,115.91244,2015/12/1,400000,102,11200,3800,0.347891328
"173 Bertram Road,Bertram,6167",-32.25146421,115.8399015,2015/12/1,466000,254,33400,1800,0.33562736
"13 Holton Way,Cannington,6107",-32.01034,115.9383,2015/12/1,486100,142,9900,366,0.446452024
"83 Fergusson Close,West Swan,6055",-31.83151,115.98794,2015/12/1,1300000,292,18100,6700,3.734519592
"111A Hampton Road,South Fremantle,6162",-32.06414,115.75658,2015/12/1,755000,247,15800,1700,1.153489185
"5/156 South Street,White Gum Valley,6162",-32.06307753,115.7655851,2015/12/1,522000,122,15100,2300,0.582994937
